fpr,tpr
0.0,0.0
0.0,0.0006418485237483953
0.0,0.00834403080872914
0.0,0.010911424903722721
0.0,0.012836970474967908
0.0,0.014120667522464698
0.0,0.016046213093709884
0.0,0.017329910141206675
0.0,0.01989730423620026
0.0,0.02053915275994865
0.0,0.022464698331193838
0.0,0.023106546854942234
0.0,0.025673940949935817
0.0,0.026957637997432605
0.0,0.029525032092426188
0.0,0.03465982028241335
0.0,0.03594351732991014
0.0,0.04300385109114249
0.0,0.044287548138639284
0.0,0.04621309370988447
0.0,0.04813863928112965
0.0,0.04878048780487805
0.0,0.05006418485237484
0.0,0.050706033376123234
0.0,0.051989730423620026
0.0,0.05391527599486521
0.0,0.05648267008985879
0.0,0.06161745827984596
0.0,0.06225930680359435
0.0,0.06354300385109114
0.0,0.06611039794608473
0.0,0.06803594351732992
0.0,0.06867779204107831
0.0,0.07124518613607189
0.0,0.07188703465982028
0.0,0.07317073170731707
0.0,0.07381258023106547
0.0,0.07702182284980745
0.0,0.07766367137355584
0.0,0.07894736842105263
0.0,0.07958921694480103
0.0,0.08087291399229782
0.0,0.08151476251604621
0.0,0.08279845956354301
0.0,0.08472400513478819
0.0,0.08664955070603338
0.0,0.08857509627727857
0.0,0.08985879332477535
0.0,0.09114249037227215
0.0,0.09370988446726572
0.0,0.09563543003851091
0.0,0.0975609756097561
0.0,0.10012836970474968
0.0,0.10077021822849808
0.0,0.10205391527599486
0.0,0.10269576379974327
0.0,0.10462130937098844
0.0,0.10590500641848524
0.0,0.10783055198973042
0.0,0.1110397946084724
0.0,0.11296534017971759
0.0,0.11810012836970475
0.0,0.11874197689345314
0.0,0.12002567394094994
0.0,0.12259306803594351
0.0,0.12644415917843388
0.0,0.12708600770218229
0.0,0.12901155327342748
0.0,0.13029525032092426
0.0,0.13350449293966624
0.0,0.13414634146341464
0.0,0.1367137355584082
0.0,0.14184852374839538
0.0,0.14569961489088576
0.0,0.14634146341463414
0.0,0.14762516046213095
0.0,0.14890885750962773
0.0,0.15019255455712452
0.0,0.15083440308087293
0.0,0.1521181001283697
0.0,0.1540436456996149
0.0,0.15661103979460847
0.0,0.15789473684210525
0.0,0.16367137355584083
0.0,0.1649550706033376
0.0,0.16559691912708602
0.0,0.16752246469833118
0.0,0.17137355584082156
0.0,0.17394094993581516
0.0,0.17522464698331194
0.0,0.1777920410783055
0.0,0.17843388960205392
0.0,0.1797175866495507
0.0,0.1816431322207959
0.0,0.18292682926829268
0.0,0.18356867779204109
0.0,0.18485237483953787
0.0,0.18677792041078306
0.0,0.18870346598202825
0.0,0.1925545571245186
0.0,0.1944801026957638
0.0,0.1951219512195122
0.0,0.19768934531450577
0.0,0.19961489088575096
0.0,0.20089858793324775
0.0,0.20282413350449294
0.0,0.20346598202824134
0.0,0.2060333761232349
0.0,0.2073170731707317
0.0,0.2098844672657253
0.0,0.21309370988446727
0.0,0.21437740693196405
0.0,0.220795892169448
0.0,0.2220795892169448
0.0,0.2227214377406932
0.0,0.22400513478818998
0.0,0.22528883183568676
0.0,0.22657252888318358
0.0,0.23234916559691912
0.0,0.2336328626444159
0.0,0.24390243902439024
0.0,0.24646983311938384
0.0,0.2490372272143774
0.0,0.2503209242618742
0.0,0.25096277278562257
0.0,0.2522464698331194
0.0,0.25417201540436457
0.0,0.2554557124518614
0.0,0.25609756097560976
0.0,0.25802310654685495
0.0,0.26187419768934533
0.0,0.2644415917843389
0.0,0.2650834403080873
0.0,0.26765083440308085
0.0,0.26957637997432604
0.0,0.27086007702182285
0.0,0.27471116816431324
0.0,0.2798459563543004
0.0,0.28562259306803595
0.0,0.2881899871630295
0.0,0.2901155327342747
0.0,0.29460847240051347
0.0,0.29781771501925547
0.0,0.2991014120667522
0.0,0.30038510911424904
0.0,0.30231065468549423
0.0,0.3029525032092426
0.0,0.3042362002567394
0.0,0.3061617458279846
0.0,0.306803594351733
0.0,0.3080872913992298
0.0,0.3087291399229782
0.0,0.31065468549422337
0.0,0.3119383825417201
0.0,0.3170731707317073
0.0,0.3189987163029525
0.0,0.3215661103979461
0.0,0.32220795892169446
0.0,0.32413350449293965
0.0,0.32926829268292684
0.0,0.3305519897304236
0.0,0.33119383825417203
0.0,0.33504492939666236
0.0,0.3356867779204108
0.0,0.33697047496790755
0.0,0.337612323491656
0.0,0.3395378690629012
0.0,0.34082156611039793
0.0,0.3427471116816431
0.0,0.3446726572528883
0.0,0.3465982028241335
0.0,0.3472400513478819
0.0,0.3491655969191271
0.0,0.3498074454428755
0.0,0.3523748395378691
0.0,0.35365853658536583
0.0,0.355584082156611
0.0,0.3575096277278562
0.0,0.3594351732991014
0.0,0.3607188703465982
0.0,0.362002567394095
0.0,0.36649550706033374
0.0,0.36777920410783055
0.0,0.37098844672657255
0.0,0.3722721437740693
0.0,0.3754813863928113
0.0,0.3793324775353017
0.0,0.38125802310654683
0.0,0.3851091142490372
0.0,0.38767650834403083
0.0,0.39152759948652116
0.0,0.392811296534018
0.0,0.39537869062901154
0.0,0.39602053915276
0.0,0.39730423620025673
0.0,0.3979460847240051
0.0,0.3992297817715019
0.0,0.4011553273427471
0.0,0.4024390243902439
0.0,0.4030808729139923
0.0,0.4056482670089859
0.0,0.4069319640564827
0.0,0.41014120667522463
0.0,0.41142490372272145
0.0,0.4127086007702182
0.0,0.4146341463414634
0.0,0.4165596919127086
0.0,0.4178433889602054
0.0,0.4197689345314506
0.0,0.42233632862644416
0.0,0.4249037227214377
0.0,0.42618741976893454
0.0,0.42811296534017973
0.0,0.4287548138639281
0.0,0.4300385109114249
0.0,0.4306803594351733
0.0,0.4345314505776637
0.0,0.43517329910141206
0.0,0.43774069319640563
0.0,0.44030808729139925
0.0,0.44094993581514763
0.0,0.4441591784338896
0.0,0.4467265725288832
0.0,0.4473684210526316
0.0,0.45121951219512196
0.0,0.45378690629011553
0.0,0.4557124518613607
0.0,0.45892169448010267
0.0,0.4614890885750963
0.0,0.4621309370988447
0.0,0.46405648267008986
0.0,0.4653401797175867
0.0,0.4685494223363286
0.0,0.4762516046213094
0.0,0.4781771501925546
0.0,0.4813863928112965
0.0,0.48267008985879334
0.0,0.4839537869062901
0.0,0.4852374839537869
0.0,0.4858793324775353
0.0,0.4878048780487805
0.0,0.4884467265725289
0.0,0.48973042362002567
0.0,0.496790757381258
0.0,0.4980744544287548
0.0,0.5
0.0,0.5025673940949936
0.0,0.503209242618742
0.0,0.5044929396662388
0.0,0.5051347881899871
0.0,0.5077021822849808
0.0,0.5128369704749679
0.0,0.5134788189987163
0.0,0.5154043645699615
0.0,0.5166880616174583
0.0,0.5186136071887034
0.0,0.521181001283697
0.0,0.5237483953786907
0.0,0.524390243902439
0.0,0.5256739409499358
0.0,0.5282413350449294
0.0,0.5295250320924262
0.0,0.5301668806161746
0.0,0.5340179717586649
0.0,0.5346598202824133
0.0,0.537227214377407
0.0,0.5385109114249037
0.0,0.540436456996149
0.0,0.5410783055198973
0.0,0.5423620025673941
0.0,0.5436456996148908
0.0,0.5462130937098845
0.0,0.5487804878048781
0.0,0.5507060333761232
0.0,0.5513478818998716
0.0,0.5526315789473685
0.0,0.5558408215661104
0.0,0.5571245186136072
0.0,0.558408215661104
0.0,0.5596919127086007
0.0,0.5609756097560976
0.0,0.5622593068035944
0.0,0.5667522464698331
0.0,0.5680359435173299
0.0,0.5706033376123235
0.0,0.5712451861360719
0.0,0.573170731707317
0.0,0.5757381258023107
0.0,0.5783055198973043
0.0,0.5789473684210527
0.0,0.5808729139922978
0.0,0.582798459563543
0.0,0.5840821566110398
0.0,0.5860077021822849
0.0,0.5879332477535302
0.0,0.5917843388960206
0.0,0.5943517329910141
0.0,0.5956354300385109
0.0,0.5969191270860077
0.0,0.5988446726572529
0.0,0.6026957637997432
0.0,0.6052631578947368
0.0,0.6071887034659821
0.0,0.6091142490372272
0.0,0.610397946084724
0.0,0.6123234916559692
0.0,0.613607188703466
0.0,0.6142490372272144
0.0,0.6155327342747111
0.0,0.6174582798459564
0.0,0.6187419768934531
0.0,0.6193838254172015
0.0,0.6206675224646984
0.0,0.6238767650834403
0.0,0.6264441591784339
0.0,0.6270860077021823
0.0,0.6296534017971759
0.0,0.634788189987163
0.0,0.6360718870346598
0.0,0.6405648267008985
0.0,0.641206675224647
0.0,0.6424903722721438
0.0,0.6450577663671374
0.0,0.6482670089858793
0.0,0.6495507060333762
0.0,0.6527599486521181
0.0,0.6572528883183568
0.0,0.6591784338896021
0.0,0.6617458279845956
0.0,0.6630295250320924
0.0,0.665596919127086
0.0,0.6675224646983312
0.0,0.6726572528883183
0.0,0.6739409499358151
0.0,0.6771501925545571
0.0,0.6784338896020539
0.0,0.6790757381258024
0.0,0.6829268292682927
0.0,0.6835686777920411
0.0,0.6861360718870346
0.0,0.6874197689345315
0.0,0.689987163029525
0.0,0.6906290115532734
0.0,0.6919127086007703
0.0,0.6951219512195121
0.0,0.6957637997432606
0.0,0.6976893453145058
0.0,0.7002567394094994
0.0,0.7015404364569962
0.0,0.7034659820282413
0.0022624434389140274,0.7034659820282413
0.0022624434389140274,0.7041078305519898
0.006787330316742082,0.7041078305519898
0.006787330316742082,0.7047496790757382
0.01583710407239819,0.7047496790757382
0.01583710407239819,0.7053915275994865
0.020361990950226245,0.7060333761232349
0.02262443438914027,0.7060333761232349
0.024886877828054297,0.7066752246469833
0.029411764705882353,0.7066752246469833
0.029411764705882353,0.7073170731707317
0.03619909502262444,0.7073170731707317
0.03619909502262444,0.7086007702182285
0.038461538461538464,0.7086007702182285
0.038461538461538464,0.7092426187419769
0.042986425339366516,0.7105263157894737
0.042986425339366516,0.7130937098844673
0.04524886877828054,0.7130937098844673
0.04524886877828054,0.7156611039794608
0.049773755656108594,0.7156611039794608
0.05203619909502263,0.7156611039794608
0.05203619909502263,0.7163029525032092
0.05429864253393665,0.7163029525032092
0.05429864253393665,0.7182284980744544
0.05429864253393665,0.7195121951219512
0.06334841628959276,0.7195121951219512
0.06334841628959276,0.7201540436456996
0.06561085972850679,0.7201540436456996
0.07013574660633484,0.7214377406931964
0.07239819004524888,0.7220795892169448
0.08144796380090498,0.7233632862644416
0.083710407239819,0.7233632862644416
0.083710407239819,0.7246469833119383
0.083710407239819,0.7265725288831836
0.08597285067873303,0.7265725288831836
0.08597285067873303,0.727214377406932
0.08823529411764706,0.727214377406932
0.08823529411764706,0.7291399229781772
0.09276018099547512,0.7291399229781772
0.09728506787330317,0.7291399229781772
0.09954751131221719,0.7291399229781772
0.09954751131221719,0.7297817715019256
0.10180995475113122,0.7297817715019256
0.10180995475113122,0.730423620025674
0.10407239819004525,0.730423620025674
0.10407239819004525,0.7317073170731707
0.11085972850678733,0.7317073170731707
0.11538461538461539,0.7323491655969191
0.11990950226244344,0.7323491655969191
0.11990950226244344,0.733632862644416
0.11990950226244344,0.7342747111681643
0.12217194570135746,0.7349165596919127
0.12217194570135746,0.7355584082156611
0.1244343891402715,0.7362002567394095
0.1244343891402715,0.7368421052631579
0.1244343891402715,0.7381258023106547
0.12669683257918551,0.7381258023106547
0.12895927601809956,0.7387676508344031
0.12895927601809956,0.7394094993581515
0.13122171945701358,0.7394094993581515
0.13574660633484162,0.7406931964056482
0.13574660633484162,0.7419768934531451
0.13800904977375567,0.7419768934531451
0.14027149321266968,0.7432605905006419
0.14027149321266968,0.7439024390243902
0.1425339366515837,0.7439024390243902
0.1425339366515837,0.745186136071887
0.1425339366515837,0.7464698331193839
0.1493212669683258,0.7464698331193839
0.1493212669683258,0.7477535301668806
0.1515837104072398,0.7477535301668806
0.1515837104072398,0.748395378690629
0.15610859728506787,0.748395378690629
0.15610859728506787,0.7509627727856226
0.1583710407239819,0.7509627727856226
0.16289592760180996,0.7509627727856226
0.16515837104072398,0.7509627727856226
0.16515837104072398,0.7528883183568678
0.167420814479638,0.7528883183568678
0.16968325791855204,0.7535301668806161
0.17420814479638008,0.7535301668806161
0.17873303167420815,0.7535301668806161
0.18099547511312217,0.7535301668806161
0.1832579185520362,0.7554557124518614
0.1832579185520362,0.7567394094993581
0.18778280542986425,0.7567394094993581
0.18778280542986425,0.7573812580231065
0.19230769230769232,0.7586649550706034
0.19230769230769232,0.7593068035943518
0.19457013574660634,0.7593068035943518
0.19909502262443438,0.7593068035943518
0.20135746606334842,0.7599486521181001
0.20135746606334842,0.7605905006418485
0.20588235294117646,0.7605905006418485
0.2081447963800905,0.7612323491655969
0.2081447963800905,0.7618741976893453
0.21040723981900453,0.7618741976893453
0.21040723981900453,0.7625160462130937
0.21266968325791855,0.7625160462130937
0.21266968325791855,0.7631578947368421
0.2171945701357466,0.7631578947368421
0.2171945701357466,0.766367137355584
0.2171945701357466,0.7676508344030809
0.21945701357466063,0.7676508344030809
0.21945701357466063,0.7682926829268293
0.22171945701357465,0.7689345314505777
0.22171945701357465,0.769576379974326
0.22171945701357465,0.7715019255455713
0.2239819004524887,0.7715019255455713
0.22624434389140272,0.7721437740693197
0.23076923076923078,0.7721437740693197
0.23076923076923078,0.772785622593068
0.2330316742081448,0.772785622593068
0.2330316742081448,0.7753530166880617
0.23529411764705882,0.7753530166880617
0.23755656108597284,0.77599486521181
0.2398190045248869,0.77599486521181
0.2398190045248869,0.7772785622593068
0.24434389140271492,0.7772785622593068
0.24434389140271492,0.7785622593068036
0.24660633484162897,0.7785622593068036
0.251131221719457,0.7792041078305519
0.25565610859728505,0.7792041078305519
0.26018099547511314,0.7792041078305519
0.2647058823529412,0.7792041078305519
0.2669683257918552,0.7792041078305519
0.2692307692307692,0.7798459563543004
0.2692307692307692,0.7824133504492939
0.27149321266968324,0.7843388960205392
0.27149321266968324,0.785622593068036
0.27149321266968324,0.7862644415917843
0.2737556561085973,0.7869062901155327
0.27828054298642535,0.7869062901155327
0.28054298642533937,0.7875481386392811
0.28054298642533937,0.7881899871630296
0.2828054298642534,0.7881899871630296
0.2828054298642534,0.788831835686778
0.2873303167420814,0.788831835686778
0.2873303167420814,0.7894736842105263
0.2895927601809955,0.7894736842105263
0.2895927601809955,0.7901155327342747
0.2918552036199095,0.7907573812580231
0.2918552036199095,0.7946084724005135
0.29411764705882354,0.7946084724005135
0.29638009049773756,0.7952503209242618
0.2986425339366516,0.7952503209242618
0.2986425339366516,0.7958921694480102
0.3009049773755656,0.7958921694480102
0.3009049773755656,0.7965340179717587
0.3031674208144796,0.7978177150192555
0.3054298642533937,0.7984595635430038
0.3054298642533937,0.8016688061617459
0.30995475113122173,0.8016688061617459
0.30995475113122173,0.8029525032092426
0.3167420814479638,0.8029525032092426
0.3167420814479638,0.8042362002567394
0.3190045248868778,0.8042362002567394
0.3190045248868778,0.8048780487804879
0.3212669683257919,0.8055198973042362
0.3235294117647059,0.8055198973042362
0.3235294117647059,0.8061617458279846
0.3257918552036199,0.8061617458279846
0.3257918552036199,0.806803594351733
0.32805429864253394,0.806803594351733
0.32805429864253394,0.8074454428754814
0.33031674208144796,0.8074454428754814
0.332579185520362,0.8080872913992297
0.3416289592760181,0.8080872913992297
0.3416289592760181,0.8093709884467266
0.3438914027149321,0.810012836970475
0.34615384615384615,0.810012836970475
0.34615384615384615,0.8112965340179717
0.34841628959276016,0.813222079589217
0.35294117647058826,0.8138639281129654
0.3552036199095023,0.8138639281129654
0.3552036199095023,0.8145057766367138
0.3574660633484163,0.8145057766367138
0.3597285067873303,0.8151476251604621
0.3597285067873303,0.8177150192554558
0.36199095022624433,0.8189987163029525
0.36199095022624433,0.8209242618741976
0.36877828054298645,0.8209242618741976
0.36877828054298645,0.8241335044929397
0.37104072398190047,0.8254172015404364
0.3733031674208145,0.8260590500641849
0.38235294117647056,0.8260590500641849
0.38687782805429866,0.8267008985879333
0.38687782805429866,0.8273427471116817
0.3891402714932127,0.8273427471116817
0.3936651583710407,0.8286264441591784
0.3936651583710407,0.8299101412066753
0.39592760180995473,0.8305519897304237
0.39819004524886875,0.8305519897304237
0.39819004524886875,0.8318356867779204
0.4072398190045249,0.8318356867779204
0.4117647058823529,0.8318356867779204
0.41402714932126694,0.8318356867779204
0.41855203619909503,0.8324775353016688
0.41855203619909503,0.8331193838254172
0.4253393665158371,0.8331193838254172
0.4298642533936652,0.8331193838254172
0.4321266968325792,0.8331193838254172
0.4321266968325792,0.8337612323491655
0.43665158371040724,0.8337612323491655
0.43665158371040724,0.834403080872914
0.4411764705882353,0.834403080872914
0.4411764705882353,0.8356867779204108
0.4434389140271493,0.8356867779204108
0.4434389140271493,0.8369704749679076
0.4434389140271493,0.8382541720154044
0.4434389140271493,0.8388960205391528
0.4479638009049774,0.8388960205391528
0.4479638009049774,0.8395378690629012
0.4502262443438914,0.8395378690629012
0.4502262443438914,0.8408215661103979
0.45248868778280543,0.8408215661103979
0.45248868778280543,0.8421052631578947
0.45248868778280543,0.8433889602053916
0.45701357466063347,0.8440308087291399
0.45701357466063347,0.8446726572528883
0.45701357466063347,0.8459563543003851
0.4592760180995475,0.8472400513478819
0.4592760180995475,0.8485237483953787
0.46153846153846156,0.8491655969191271
0.4638009049773756,0.8491655969191271
0.4638009049773756,0.8498074454428755
0.4638009049773756,0.8510911424903723
0.4683257918552036,0.8510911424903723
0.47058823529411764,0.8510911424903723
0.47058823529411764,0.8517329910141207
0.47285067873303166,0.8523748395378691
0.47285067873303166,0.8536585365853658
0.4751131221719457,0.8555840821566111
0.47737556561085975,0.8562259306803595
0.4796380090497738,0.8562259306803595
0.4819004524886878,0.8568677792041078
0.48642533936651583,0.8575096277278562
0.48642533936651583,0.8594351732991015
0.48868778280542985,0.8600770218228498
0.48868778280542985,0.8607188703465982
0.49095022624434387,0.8607188703465982
0.49321266968325794,0.8613607188703466
0.49547511312217196,0.8613607188703466
0.5,0.8626444159178434
0.5,0.8639281129653402
0.5113122171945701,0.8639281129653402
0.5135746606334841,0.8645699614890886
0.5135746606334841,0.8658536585365854
0.5180995475113123,0.8658536585365854
0.5180995475113123,0.8664955070603337
0.5226244343891403,0.8664955070603337
0.5226244343891403,0.8671373555840821
0.5271493212669683,0.8671373555840821
0.5271493212669683,0.8677792041078306
0.5294117647058824,0.8677792041078306
0.5294117647058824,0.8690629011553274
0.5316742081447964,0.8697047496790757
0.5339366515837104,0.8697047496790757
0.5384615384615384,0.8709884467265725
0.5429864253393665,0.8709884467265725
0.5429864253393665,0.8722721437740694
0.5452488687782805,0.8722721437740694
0.5452488687782805,0.8748395378690629
0.5497737556561086,0.8748395378690629
0.5497737556561086,0.8754813863928113
0.5520361990950227,0.8754813863928113
0.5542986425339367,0.8761232349165597
0.5588235294117647,0.8767650834403081
0.5633484162895928,0.8767650834403081
0.5656108597285068,0.8767650834403081
0.5701357466063348,0.8774069319640565
0.5746606334841629,0.8774069319640565
0.5769230769230769,0.8774069319640565
0.5769230769230769,0.8780487804878049
0.579185520361991,0.8780487804878049
0.583710407239819,0.8780487804878049
0.583710407239819,0.8793324775353016
0.5927601809954751,0.87997432605905
0.5950226244343891,0.8812580231065469
0.5950226244343891,0.8818998716302953
0.5972850678733032,0.883183568677792
0.5995475113122172,0.8838254172015404
0.6085972850678733,0.8838254172015404
0.6108597285067874,0.8851091142490373
0.6131221719457014,0.8851091142490373
0.6176470588235294,0.886392811296534
0.6176470588235294,0.8876765083440308
0.6221719457013575,0.8889602053915276
0.6221719457013575,0.8908857509627728
0.6244343891402715,0.8915275994865212
0.6244343891402715,0.8934531450577664
0.6244343891402715,0.8940949935815148
0.6266968325791855,0.8953786906290115
0.6289592760180995,0.8973042362002568
0.6312217194570136,0.8973042362002568
0.6334841628959276,0.8992297817715019
0.6334841628959276,0.9005134788189987
0.6334841628959276,0.9011553273427471
0.6425339366515838,0.9011553273427471
0.6425339366515838,0.9024390243902439
0.6425339366515838,0.9030808729139923
0.6470588235294118,0.9030808729139923
0.6515837104072398,0.9030808729139923
0.6561085972850679,0.9030808729139923
0.6561085972850679,0.9043645699614891
0.6583710407239819,0.9050064184852374
0.6583710407239819,0.9056482670089859
0.6583710407239819,0.9069319640564827
0.6606334841628959,0.9069319640564827
0.6606334841628959,0.9075738125802311
0.6628959276018099,0.9075738125802311
0.6628959276018099,0.9107830551989731
0.665158371040724,0.9114249037227214
0.667420814479638,0.9114249037227214
0.667420814479638,0.9120667522464698
0.6719457013574661,0.9120667522464698
0.6719457013574661,0.9133504492939666
0.6787330316742082,0.9133504492939666
0.6787330316742082,0.9146341463414634
0.6787330316742082,0.9159178433889602
0.6832579185520362,0.9159178433889602
0.6832579185520362,0.9178433889602053
0.6877828054298643,0.9178433889602053
0.6877828054298643,0.9184852374839538
0.6900452488687783,0.9191270860077022
0.6900452488687783,0.920410783055199
0.6923076923076923,0.920410783055199
0.6923076923076923,0.9216944801026957
0.6945701357466063,0.9216944801026957
0.6945701357466063,0.9223363286264442
0.6968325791855203,0.9223363286264442
0.7013574660633484,0.923620025673941
0.7036199095022625,0.923620025673941
0.7036199095022625,0.9249037227214377
0.7036199095022625,0.9255455712451861
0.7058823529411765,0.9261874197689345
0.7149321266968326,0.9261874197689345
0.7171945701357466,0.926829268292683
0.7171945701357466,0.9274711168164314
0.7194570135746606,0.9274711168164314
0.7285067873303167,0.9274711168164314
0.7307692307692307,0.9274711168164314
0.7307692307692307,0.9281129653401797
0.7352941176470589,0.9281129653401797
0.7375565610859729,0.9287548138639281
0.7420814479638009,0.9287548138639281
0.744343891402715,0.9287548138639281
0.744343891402715,0.9293966623876765
0.751131221719457,0.9293966623876765
0.751131221719457,0.9306803594351734
0.755656108597285,0.9306803594351734
0.755656108597285,0.9313222079589217
0.7579185520361991,0.9313222079589217
0.7579185520361991,0.9319640564826701
0.7624434389140271,0.9319640564826701
0.7624434389140271,0.9332477535301669
0.7624434389140271,0.9338896020539152
0.7737556561085973,0.9338896020539152
0.7737556561085973,0.9345314505776636
0.7737556561085973,0.9358151476251605
0.7760180995475113,0.9358151476251605
0.7760180995475113,0.9377406931964056
0.7782805429864253,0.9377406931964056
0.7782805429864253,0.9390243902439024
0.7782805429864253,0.9396662387676509
0.7850678733031674,0.9396662387676509
0.7873303167420814,0.9403080872913993
0.7873303167420814,0.9422336328626444
0.7918552036199095,0.9422336328626444
0.7918552036199095,0.9428754813863928
0.7941176470588235,0.9428754813863928
0.7941176470588235,0.9441591784338896
0.7986425339366516,0.9441591784338896
0.7986425339366516,0.9467265725288831
0.8167420814479638,0.9467265725288831
0.8167420814479638,0.9473684210526315
0.8190045248868778,0.9473684210526315
0.8190045248868778,0.94801026957638
0.8212669683257918,0.94801026957638
0.8212669683257918,0.9486521181001284
0.8257918552036199,0.9486521181001284
0.8257918552036199,0.9499358151476252
0.830316742081448,0.9499358151476252
0.830316742081448,0.9531450577663672
0.832579185520362,0.9531450577663672
0.832579185520362,0.9544287548138639
0.8416289592760181,0.9544287548138639
0.8416289592760181,0.9550706033376123
0.8438914027149321,0.9550706033376123
0.8438914027149321,0.9569961489088575
0.8506787330316742,0.9569961489088575
0.8552036199095022,0.9569961489088575
0.8574660633484162,0.9569961489088575
0.8597285067873304,0.9582798459563543
0.8619909502262444,0.9582798459563543
0.8619909502262444,0.959563543003851
0.8642533936651584,0.9608472400513479
0.8687782805429864,0.9608472400513479
0.8733031674208145,0.9608472400513479
0.8733031674208145,0.9614890885750963
0.8823529411764706,0.9614890885750963
0.8823529411764706,0.9621309370988447
0.8846153846153846,0.9621309370988447
0.8846153846153846,0.9634146341463414
0.8914027149321267,0.9634146341463414
0.8914027149321267,0.9646983311938383
0.8936651583710408,0.9646983311938383
0.8936651583710408,0.9659820282413351
0.8936651583710408,0.9672657252888318
0.8936651583710408,0.9679075738125802
0.8981900452488688,0.9679075738125802
0.8981900452488688,0.9685494223363287
0.9049773755656109,0.9685494223363287
0.9049773755656109,0.9691912708600771
0.9095022624434389,0.9698331193838254
0.918552036199095,0.9698331193838254
0.918552036199095,0.9711168164313222
0.920814479638009,0.9711168164313222
0.920814479638009,0.9736842105263158
0.920814479638009,0.9762516046213093
0.9230769230769231,0.9768934531450578
0.9230769230769231,0.9781771501925546
0.9253393665158371,0.9781771501925546
0.9253393665158371,0.978818998716303
0.9253393665158371,0.9801026957637997
0.9276018099547512,0.9801026957637997
0.9276018099547512,0.9813863928112966
0.9321266968325792,0.9813863928112966
0.9321266968325792,0.9826700898587933
0.9366515837104072,0.9826700898587933
0.9366515837104072,0.9833119383825417
0.9411764705882353,0.9833119383825417
0.9411764705882353,0.9858793324775353
0.9457013574660633,0.9884467265725289
0.9479638009049773,0.9884467265725289
0.9570135746606335,0.9884467265725289
0.9592760180995475,0.9890885750962772
0.9638009049773756,0.9897304236200257
0.9660633484162896,0.9897304236200257
0.9660633484162896,0.9903722721437741
0.9705882352941176,0.9916559691912709
0.9728506787330317,0.9929396662387676
0.9751131221719457,0.9929396662387676
0.9796380090497737,0.9929396662387676
0.9796380090497737,0.993581514762516
0.9819004524886877,0.993581514762516
0.9819004524886877,0.9942233632862645
0.9841628959276018,0.9948652118100129
0.9886877828054299,0.9948652118100129
0.9909502262443439,0.9948652118100129
0.9932126696832579,0.9961489088575096
0.995475113122172,0.996790757381258
0.997737556561086,0.996790757381258
0.997737556561086,0.9987163029525032
1.0,0.9987163029525032
1.0,1.0
